CustomerID,Age,Gender,Tenure_Months,Contract_Type,Monthly_Charge,Total_Charges,Num_Support_Tickets,Avg_Monthly_Usage_Hrs,Num_Referrals,Has_Premium_Support,Has_Online_Backup,Payment_Method,Churned
CUST-00551,19,Female,57,Month-to-Month,91.9,5267.5,1,77.4,0,1,0,Credit Card,0
CUST-00552,66,Male,12,Month-to-Month,48.7,608.78,1,183.6,1,0,0,Digital Wallet,1
CUST-00553,45,Male,16,Two-Year,44.99,659.38,4,97.8,0,0,1,Credit Card,0
CUST-00554,49,Female,43,Month-to-Month,55.62,2362.4,1,65.5,0,0,1,Credit Card,0
CUST-00555,44,Male,7,One-Year,37.72,335.72,1,25.9,2,0,0,Cash,0
CUST-00556,37,Female,51,One-Year,89.51,4530.62,1,186.4,2,0,1,Bank Transfer,0
CUST-00557,41,Female,32,Month-to-Month,81.62,2690.34,1,264.7,2,1,1,Cash,0
CUST-00558,29,Male,8,Month-to-Month,68.29,519.0,3,105.7,0,0,1,Credit Card,0
CUST-00559,67,Female,45,Month-to-Month,59.03,2663.76,1,166.0,0,0,1,Bank Transfer,0
CUST-00560,52,Female,59,Month-to-Month,110.91,6534.33,4,192.8,1,0,0,Digital Wallet,0
CUST-00561,50,Male,4,One-Year,22.91,49.4,0,124.7,0,0,1,Credit Card,0
CUST-00562,50,Female,67,Month-to-Month,96.91,6451.45,4,271.1,1,0,1,Credit Card,0
CUST-00563,68,Female,29,Month-to-Month,110.19,3160.3,0,109.1,3,0,1,Credit Card,0
CUST-00564,60,Male,29,One-Year,64.64,1881.96,0,37.9,0,0,0,Cash,0
CUST-00565,54,Male,28,Two-Year,75.07,2146.48,0,43.6,1,0,0,Digital Wallet,0
CUST-00566,29,Male,44,Two-Year,114.45,5039.96,1,267.3,1,1,0,Bank Transfer,0
CUST-00567,20,Female,4,Two-Year,41.23,163.25,2,296.4,0,0,1,Credit Card,0
CUST-00568,18,Male,9,One-Year,72.01,708.61,0,87.0,2,1,0,Credit Card,0
CUST-00569,50,Female,5,Month-to-Month,67.47,339.42,0,43.5,0,1,0,Bank Transfer,0
CUST-00570,57,Female,56,One-Year,45.84,2539.9,2,144.9,0,0,1,Cash,0
CUST-00571,27,Female,50,Month-to-Month,101.86,5043.11,3,213.0,0,0,1,Digital Wallet,1
CUST-00572,60,Female,15,One-Year,109.96,1712.92,3,183.9,1,0,0,Bank Transfer,0
CUST-00573,61,Female,32,One-Year,98.19,3125.61,5,285.4,0,1,1,Bank Transfer,0
CUST-00574,46,Female,28,Month-to-Month,39.54,1078.19,0,245.4,2,0,0,Cash,1
CUST-00575,30,Female,22,One-Year,28.67,597.49,1,260.8,1,1,0,Bank Transfer,0
CUST-00576,29,Male,17,Two-Year,80.54,1429.89,1,162.7,3,0,1,Cash,0
CUST-00577,48,Male,59,Month-to-Month,25.71,1488.24,0,98.5,1,0,0,Credit Card,0
CUST-00578,63,Female,71,Two-Year,87.28,6246.4,1,210.7,1,0,1,Digital Wallet,0
CUST-00579,19,Female,57,Month-to-Month,73.04,4151.76,0,132.0,0,0,0,Digital Wallet,0
CUST-00580,68,Male,26,One-Year,86.28,2182.86,1,86.7,2,0,0,Digital Wallet,0
CUST-00581,67,Female,25,Month-to-Month,79.02,1958.88,0,46.1,1,0,1,Bank Transfer,0
CUST-00582,52,Male,10,One-Year,62.27,621.06,3,158.6,0,1,1,Credit Card,0
CUST-00583,40,Male,45,Two-Year,40.09,1798.29,2,178.5,0,1,1,Credit Card,0
CUST-00584,34,Male,11,Two-Year,50.57,549.27,0,170.9,1,0,0,Cash,0
CUST-00585,43,Female,53,One-Year,72.45,3823.75,0,35.4,2,0,0,Credit Card,1
CUST-00586,25,Female,68,Month-to-Month,85.19,5753.67,4,171.2,1,0,0,Cash,1
CUST-00587,46,Male,28,Two-Year,97.95,2743.14,2,50.9,1,1,1,Digital Wallet,0
CUST-00588,43,Male,65,Month-to-Month,96.72,6313.85,2,199.3,1,0,1,Bank Transfer,1
CUST-00589,27,Male,49,Two-Year,117.27,5673.1,2,129.1,0,0,1,Cash,0
CUST-00590,43,Male,47,Month-to-Month,48.58,2348.21,0,254.7,0,0,1,Digital Wallet,0
CUST-00591,51,Male,52,Month-to-Month,27.11,1224.89,3,233.6,0,0,1,Bank Transfer,1
CUST-00592,68,Female,54,One-Year,54.57,2950.54,0,217.5,2,1,1,Credit Card,0
CUST-00593,58,Male,60,Month-to-Month,94.33,5683.1,2,210.4,1,1,0,Cash,0
CUST-00594,24,Female,57,Month-to-Month,63.81,3607.0,3,168.4,0,0,0,Digital Wallet,1
CUST-00595,21,Male,47,Month-to-Month,101.78,4677.37,0,18.8,0,1,0,Digital Wallet,0
CUST-00596,67,Female,31,Month-to-Month,74.93,2317.99,3,196.8,0,1,0,Digital Wallet,0
CUST-00597,62,Female,46,Month-to-Month,112.98,5205.56,0,140.3,1,0,0,Credit Card,0
CUST-00598,28,Female,26,Month-to-Month,114.79,2927.1,3,141.1,0,1,0,Cash,1
CUST-00599,46,Female,5,Month-to-Month,26.93,93.14,4,114.0,0,0,0,Credit Card,1
CUST-00600,53,Female,52,Month-to-Month,65.64,3461.42,0,278.8,1,1,0,Credit Card,0
CUST-00601,42,Female,54,One-Year,80.97,4378.26,0,75.2,0,0,0,Credit Card,0
CUST-00602,38,Male,33,Month-to-Month,45.59,1429.04,3,95.3,1,1,0,Credit Card,1
CUST-00603,53,Female,50,Two-Year,60.71,3057.99,2,288.9,0,0,0,Bank Transfer,0
CUST-00604,27,Male,38,Two-Year,87.77,3288.73,2,243.1,0,1,0,Credit Card,0
CUST-00605,54,Female,27,Month-to-Month,42.67,1113.35,2,4.7,1,0,0,Credit Card,0
CUST-00606,26,Female,15,One-Year,80.2,1212.88,2,271.9,2,0,1,Credit Card,0
CUST-00607,41,Male,61,Two-Year,89.74,5479.36,2,68.4,0,1,0,Digital Wallet,1
CUST-00608,52,Female,21,Two-Year,29.05,589.92,1,211.9,1,1,1,Bank Transfer,0
CUST-00609,66,Male,46,One-Year,69.75,3183.29,2,166.1,0,0,1,Bank Transfer,0
CUST-00610,52,Male,69,Month-to-Month,46.31,3182.85,1,161.3,2,0,0,Digital Wallet,0
CUST-00611,65,Male,6,One-Year,92.44,515.61,1,215.5,1,0,0,Bank Transfer,0
CUST-00612,53,Male,38,One-Year,38.96,1534.93,0,62.6,1,0,0,Credit Card,0
CUST-00613,35,Female,62,One-Year,109.22,6693.18,2,48.1,0,1,0,Cash,0
CUST-00614,66,Female,62,Month-to-Month,63.09,3899.54,0,195.7,2,0,1,Credit Card,0
CUST-00615,56,Male,46,Two-Year,39.8,1757.83,0,87.5,0,0,1,Credit Card,0
CUST-00616,49,Female,13,Two-Year,63.8,876.2,3,292.2,0,1,1,Digital Wallet,0
CUST-00617,41,Female,3,Month-to-Month,60.87,170.49,4,135.7,1,0,1,Digital Wallet,0
CUST-00618,40,Male,6,Month-to-Month,62.89,324.51,0,33.9,0,0,0,Digital Wallet,0
CUST-00619,49,Female,8,Month-to-Month,78.56,662.73,3,205.9,0,0,0,Credit Card,1
CUST-00620,54,Male,44,Two-Year,72.12,3058.68,1,92.2,0,1,1,Digital Wallet,0
CUST-00621,29,Male,33,One-Year,34.98,1168.38,1,45.0,2,1,1,Digital Wallet,0
CUST-00622,66,Female,50,One-Year,26.56,1385.56,0,127.1,1,0,0,Credit Card,0
CUST-00623,30,Female,11,Month-to-Month,92.94,1031.32,1,289.3,0,0,1,Credit Card,0
CUST-00624,40,Female,28,One-Year,75.97,2101.83,0,123.7,0,0,0,Digital Wallet,0
CUST-00625,42,Male,70,Month-to-Month,55.9,3850.89,0,104.5,0,1,0,Credit Card,0
CUST-00626,52,Male,41,Month-to-Month,100.84,4188.57,0,133.6,2,0,1,Credit Card,1
CUST-00627,58,Female,16,One-Year,58.81,987.33,0,4.1,0,0,1,Credit Card,0
CUST-00628,47,Female,68,Two-Year,99.6,6740.53,2,40.4,0,1,1,Credit Card,0
CUST-00629,34,Female,48,Two-Year,50.58,2396.91,2,255.0,2,0,0,Credit Card,1
CUST-00630,66,Female,56,Two-Year,27.28,1587.02,1,293.4,2,0,0,Credit Card,0
CUST-00631,37,Male,64,Month-to-Month,113.26,7275.22,3,47.8,0,0,0,Credit Card,1
CUST-00632,65,Female,59,Month-to-Month,59.46,3418.81,2,160.9,1,0,1,Cash,0
CUST-00633,42,Male,62,One-Year,99.27,6144.95,2,289.9,0,0,0,Credit Card,0
CUST-00634,39,Male,11,Two-Year,47.91,515.38,0,47.4,0,1,1,Bank Transfer,0
CUST-00635,30,Female,18,Month-to-Month,84.64,1535.9,1,56.3,2,0,0,Cash,1
CUST-00636,36,Female,19,Month-to-Month,107.33,2039.57,0,278.1,0,0,0,Cash,0
CUST-00637,66,Female,55,Month-to-Month,24.16,1303.16,1,211.9,0,0,1,Credit Card,1
CUST-00638,53,Male,26,One-Year,103.06,2688.48,3,46.0,1,1,1,Credit Card,0
CUST-00639,29,Female,6,Month-to-Month,77.13,440.39,2,118.4,1,1,0,Bank Transfer,0
CUST-00640,58,Female,4,Month-to-Month,80.75,493.71,2,17.4,3,0,1,Cash,1
CUST-00641,36,Male,29,Month-to-Month,72.32,2103.42,1,130.1,1,1,0,Credit Card,1
CUST-00642,29,Female,59,Month-to-Month,107.45,6338.82,0,233.5,1,0,1,Bank Transfer,0
CUST-00643,26,Male,17,Two-Year,24.34,505.92,0,166.4,1,0,1,Digital Wallet,1
CUST-00644,24,Female,43,Month-to-Month,46.1,1914.08,2,194.4,2,1,0,Bank Transfer,0
CUST-00645,45,Male,66,One-Year,107.58,7094.78,6,98.4,1,0,0,Digital Wallet,0
CUST-00646,31,Female,34,One-Year,95.23,3190.34,1,48.8,3,1,0,Digital Wallet,0
CUST-00647,48,Female,8,Two-Year,21.76,205.83,2,4.4,0,0,0,Credit Card,0
CUST-00648,69,Male,13,Month-to-Month,71.7,907.38,2,246.5,2,0,1,Bank Transfer,0
CUST-00649,36,Male,8,Two-Year,72.96,612.68,1,191.2,0,0,0,Bank Transfer,1
CUST-00650,64,Female,65,One-Year,60.09,3931.25,1,69.2,0,0,0,Digital Wallet,0
CUST-00651,33,Male,43,Two-Year,49.74,2177.84,1,125.8,2,0,1,Digital Wallet,0
CUST-00652,22,Male,39,Two-Year,88.17,3464.86,1,240.5,0,0,1,Digital Wallet,0
CUST-00653,52,Male,59,Month-to-Month,40.78,2394.82,2,161.8,1,0,0,Credit Card,0
CUST-00654,29,Male,44,Month-to-Month,99.89,4325.28,1,90.4,1,1,1,Digital Wallet,1
CUST-00655,42,Female,9,Month-to-Month,100.3,953.15,1,80.5,2,1,1,Bank Transfer,1
CUST-00656,69,Female,37,One-Year,61.53,2347.06,0,65.7,0,0,0,Bank Transfer,0
CUST-00657,38,Male,36,Month-to-Month,48.35,1693.71,2,247.2,1,0,1,Bank Transfer,0
CUST-00658,53,Male,28,Month-to-Month,48.39,1391.71,2,174.8,1,0,1,Digital Wallet,0
CUST-00659,40,Male,42,Month-to-Month,68.23,2807.14,0,212.9,1,0,0,Digital Wallet,0
CUST-00660,33,Male,43,Month-to-Month,91.96,3964.45,1,258.1,0,0,1,Bank Transfer,1
CUST-00661,56,Female,42,Month-to-Month,55.89,2367.85,4,296.1,0,1,1,Cash,0
CUST-00662,62,Female,66,Month-to-Month,81.0,5324.69,1,75.2,2,0,1,Credit Card,0
CUST-00663,59,Male,55,Month-to-Month,58.25,3208.5,1,54.7,0,1,1,Credit Card,0
CUST-00664,56,Male,48,Month-to-Month,50.45,2464.01,1,138.9,0,0,1,Bank Transfer,1
CUST-00665,31,Male,22,Month-to-Month,22.49,489.31,3,11.0,0,1,1,Cash,0
CUST-00666,48,Female,27,Month-to-Month,20.39,516.77,2,237.6,1,0,1,Credit Card,0
CUST-00667,22,Male,67,Two-Year,42.72,2801.05,2,265.2,2,1,0,Credit Card,0
CUST-00668,52,Female,13,One-Year,60.64,768.78,1,206.0,1,0,0,Cash,0
CUST-00669,40,Male,45,Month-to-Month,105.13,4672.11,0,80.8,0,1,0,Cash,1
CUST-00670,46,Female,10,Month-to-Month,99.85,979.63,0,37.4,1,0,0,Cash,1
CUST-00671,60,Male,9,Two-Year,46.72,397.22,1,115.0,0,0,0,Credit Card,0
CUST-00672,28,Female,54,Two-Year,44.45,2440.51,1,250.1,2,0,0,Digital Wallet,0
CUST-00673,35,Male,27,Two-Year,42.73,1157.38,1,104.7,1,0,1,Bank Transfer,0
CUST-00674,64,Male,34,One-Year,53.92,1960.64,3,10.8,1,1,1,Digital Wallet,0
CUST-00675,29,Male,1,Month-to-Month,69.82,0.0,2,82.6,2,0,1,Credit Card,0
CUST-00676,26,Female,32,Month-to-Month,63.87,2059.51,4,297.0,3,0,1,Digital Wallet,1
CUST-00677,27,Male,71,Month-to-Month,41.83,2947.35,1,203.2,2,0,1,Credit Card,0
CUST-00678,61,Female,67,Two-Year,33.05,2166.55,1,270.3,1,0,1,Credit Card,0
CUST-00679,34,Female,20,One-Year,21.26,423.71,7,232.6,0,1,0,Digital Wallet,0
CUST-00680,55,Male,35,One-Year,35.4,1233.77,0,162.1,0,1,0,Credit Card,0
CUST-00681,24,Male,17,Month-to-Month,90.54,1593.07,8,45.0,2,0,0,Credit Card,1
CUST-00682,63,Male,18,Two-Year,44.36,803.04,3,104.9,1,0,0,Bank Transfer,0
CUST-00683,30,Female,45,Month-to-Month,66.86,2974.06,0,175.3,1,1,1,Digital Wallet,0
CUST-00684,57,Male,53,Month-to-Month,79.13,4210.6,0,261.3,2,1,0,Credit Card,0
CUST-00685,59,Female,68,Month-to-Month,108.68,7378.76,2,81.0,0,0,0,Digital Wallet,0
CUST-00686,26,Female,65,One-Year,108.89,7021.58,0,36.8,0,1,0,Digital Wallet,1
CUST-00687,67,Male,1,Month-to-Month,94.57,82.14,1,167.9,0,0,0,Digital Wallet,0
CUST-00688,44,Male,58,Two-Year,23.52,1375.71,1,53.4,1,1,1,Bank Transfer,0
CUST-00689,19,Male,26,Month-to-Month,77.51,2018.87,1,183.3,1,0,1,Digital Wallet,0
CUST-00690,22,Male,20,One-Year,98.66,1989.72,1,79.4,0,0,0,Credit Card,0
CUST-00691,46,Male,10,One-Year,21.73,190.98,1,69.7,0,0,1,Credit Card,0
CUST-00692,54,Male,59,Month-to-Month,74.97,4439.11,0,120.1,4,0,1,Digital Wallet,0
CUST-00693,55,Female,41,Two-Year,105.78,4342.99,1,178.2,1,0,1,Cash,0
CUST-00694,36,Female,5,One-Year,67.41,343.46,0,163.8,1,1,0,Credit Card,0
CUST-00695,25,Female,65,One-Year,20.41,1328.27,2,73.8,1,0,0,Bank Transfer,0
CUST-00696,65,Male,17,Two-Year,21.1,467.5,1,267.4,0,0,0,Cash,0
CUST-00697,62,Female,22,One-Year,61.66,1412.03,1,33.4,0,0,1,Cash,0
CUST-00698,18,Female,41,Month-to-Month,35.5,1470.27,1,12.3,0,1,0,Credit Card,0
CUST-00699,39,Female,68,One-Year,86.45,5838.59,2,181.0,0,1,0,Bank Transfer,0
CUST-00700,69,Female,69,Month-to-Month,90.88,6256.1,1,37.5,2,1,0,Credit Card,0
CUST-00701,34,Female,11,Month-to-Month,37.79,496.48,2,151.7,0,0,1,Digital Wallet,0
CUST-00702,24,Male,56,Month-to-Month,108.85,6067.45,1,285.6,0,0,1,Credit Card,0
CUST-00703,42,Male,51,One-Year,64.19,3265.4,2,209.7,1,0,0,Digital Wallet,1
CUST-00704,62,Female,21,One-Year,34.28,708.81,3,185.4,1,1,1,Cash,0
CUST-00705,21,Female,26,Month-to-Month,96.43,2525.57,1,172.7,1,0,0,Cash,0
CUST-00706,53,Female,19,One-Year,99.0,1859.17,2,54.3,0,0,0,Cash,0
CUST-00707,23,Male,60,Two-Year,83.93,5044.64,0,130.1,0,1,0,Credit Card,0
CUST-00708,48,Male,71,Month-to-Month,105.35,7459.13,3,103.1,0,1,0,Credit Card,0
CUST-00709,36,Female,47,Month-to-Month,93.74,4471.51,2,285.9,0,0,1,Digital Wallet,1
CUST-00710,61,Male,71,One-Year,108.22,7649.31,0,73.1,1,0,1,Bank Transfer,0
CUST-00711,56,Male,26,Month-to-Month,63.39,1697.02,5,141.7,0,0,1,Credit Card,0
CUST-00712,44,Female,40,One-Year,94.76,3761.14,3,281.5,0,0,0,Bank Transfer,0
CUST-00713,27,Male,5,Month-to-Month,119.98,557.21,2,236.9,2,0,0,Cash,1
CUST-00714,43,Male,21,Month-to-Month,92.49,1907.25,2,289.4,0,1,0,Cash,0
CUST-00715,36,Female,4,One-Year,31.42,40.11,2,182.7,0,0,1,Credit Card,0
CUST-00716,56,Male,23,One-Year,71.83,1674.02,3,100.5,0,1,0,Bank Transfer,0
CUST-00717,20,Male,15,Two-Year,78.73,1122.75,1,248.1,1,0,0,Bank Transfer,0
CUST-00718,62,Female,8,Two-Year,37.42,281.46,1,87.8,2,0,1,Cash,0
CUST-00719,30,Male,41,One-Year,116.29,4805.97,1,49.8,0,1,1,Bank Transfer,0
CUST-00720,67,Male,19,One-Year,37.56,750.11,3,212.0,0,1,0,Cash,0
CUST-00721,45,Female,46,Month-to-Month,37.76,1665.38,1,191.9,0,1,0,Digital Wallet,0
CUST-00722,37,Female,28,One-Year,111.52,3138.09,4,263.7,1,1,0,Cash,0
CUST-00723,45,Female,68,Month-to-Month,66.52,4580.38,0,288.6,2,0,1,Digital Wallet,0
CUST-00724,25,Male,15,Two-Year,26.32,362.96,1,257.2,0,0,0,Cash,0
CUST-00725,58,Female,37,Month-to-Month,79.82,2979.02,4,18.5,1,0,1,Digital Wallet,1
CUST-00726,56,Male,1,One-Year,80.18,23.02,1,199.5,0,1,1,Credit Card,0
CUST-00727,18,Female,67,Month-to-Month,26.45,1791.43,1,235.5,0,0,0,Credit Card,0
CUST-00728,20,Male,24,One-Year,117.25,2820.56,2,294.6,0,0,0,Cash,1
CUST-00729,30,Female,27,Two-Year,74.4,2041.86,0,112.7,1,0,0,Credit Card,1
CUST-00730,45,Female,40,Month-to-Month,75.98,3069.16,0,51.4,2,1,0,Bank Transfer,0
CUST-00731,66,Female,63,Two-Year,72.01,4468.96,0,256.0,1,1,0,Digital Wallet,0
CUST-00732,42,Female,61,Month-to-Month,81.07,4952.1,0,95.6,1,1,0,Digital Wallet,0
CUST-00733,50,Male,36,One-Year,46.43,1744.13,3,179.7,0,0,1,Credit Card,0
CUST-00734,55,Female,24,Two-Year,48.72,1060.01,0,117.3,0,0,0,Bank Transfer,0
CUST-00735,23,Female,24,Month-to-Month,71.13,1755.47,5,121.0,1,0,1,Bank Transfer,0
CUST-00736,61,Male,4,Two-Year,100.67,482.77,1,219.9,0,0,0,Credit Card,0
CUST-00737,62,Female,67,Month-to-Month,24.99,1600.1,0,108.8,0,0,1,Cash,0
CUST-00738,49,Male,34,Month-to-Month,80.34,2698.03,0,208.1,0,0,1,Digital Wallet,0
CUST-00739,62,Female,57,Two-Year,100.68,5764.65,2,4.8,1,0,1,Cash,0
CUST-00740,64,Female,49,Month-to-Month,35.69,1704.5,3,97.7,1,1,0,Credit Card,0
CUST-00741,38,Female,53,Two-Year,21.5,1207.73,2,96.1,0,0,1,Bank Transfer,0
CUST-00742,33,Male,23,Two-Year,51.27,1232.15,2,224.8,2,1,1,Digital Wallet,0
CUST-00743,38,Female,69,Month-to-Month,78.81,5368.64,1,94.7,2,0,0,Bank Transfer,0
CUST-00744,28,Female,53,One-Year,33.83,1755.84,1,190.2,1,0,1,Credit Card,0
CUST-00745,54,Female,62,Month-to-Month,62.61,3920.31,4,206.7,2,0,1,Cash,1
CUST-00746,53,Male,41,Month-to-Month,75.23,3120.96,2,197.7,0,0,0,Cash,0
CUST-00747,52,Male,57,Month-to-Month,79.89,4664.65,5,181.2,2,0,0,Bank Transfer,1
CUST-00748,36,Female,60,Month-to-Month,47.44,2802.41,1,124.4,1,1,1,Bank Transfer,0
CUST-00749,37,Male,54,Month-to-Month,60.0,3312.96,1,112.3,0,1,0,Credit Card,0
CUST-00750,35,Female,70,Month-to-Month,97.83,6802.4,1,169.6,0,1,0,Cash,1
CUST-00751,64,Female,57,Two-Year,114.12,6529.86,5,19.6,1,0,0,Digital Wallet,1
CUST-00752,58,Female,10,Two-Year,106.19,1106.52,1,262.8,0,1,0,Credit Card,0
CUST-00753,66,Female,40,One-Year,76.43,2907.5,2,247.7,1,0,0,Credit Card,0
CUST-00754,31,Female,7,One-Year,61.03,472.77,0,104.2,0,1,0,Digital Wallet,0
CUST-00755,32,Female,38,Two-Year,53.3,2094.63,1,170.3,0,0,0,Credit Card,0
CUST-00756,48,Female,61,Month-to-Month,32.5,2037.29,2,279.7,1,1,1,Cash,0
CUST-00757,18,Male,3,One-Year,30.66,194.65,1,81.9,1,1,0,Cash,0
CUST-00758,20,Male,51,Two-Year,88.84,4579.1,0,222.9,2,1,0,Cash,0
CUST-00759,33,Male,47,Month-to-Month,45.98,2134.2,2,25.3,0,0,0,Digital Wallet,0
CUST-00760,40,Male,68,One-Year,45.47,3153.91,0,157.2,1,0,0,Bank Transfer,0
CUST-00761,28,Male,38,Two-Year,119.82,4523.46,1,265.2,0,0,0,Credit Card,0
CUST-00762,29,Male,36,Two-Year,38.79,1400.56,1,165.7,0,0,0,Digital Wallet,0
CUST-00763,27,Male,41,One-Year,34.81,1468.8,0,185.1,0,0,1,Bank Transfer,0
CUST-00764,49,Female,69,Month-to-Month,29.87,2083.43,0,272.3,0,1,0,Bank Transfer,1
CUST-00765,33,Female,13,Month-to-Month,77.98,1081.3,4,214.8,0,0,0,Credit Card,0
CUST-00766,25,Female,58,Month-to-Month,82.79,4926.25,2,208.9,1,0,1,Credit Card,0
CUST-00767,55,Female,50,One-Year,56.52,2769.13,2,176.1,1,0,0,Credit Card,0
CUST-00768,29,Male,30,Month-to-Month,73.54,2189.78,3,190.1,1,0,1,Digital Wallet,0
CUST-00769,41,Male,62,Two-Year,98.84,6143.9,0,241.2,2,0,1,Bank Transfer,0
CUST-00770,45,Female,25,Month-to-Month,101.81,2522.09,1,293.8,1,0,0,Credit Card,0
CUST-00771,25,Female,27,Month-to-Month,115.79,3122.54,1,238.7,1,0,1,Bank Transfer,1
CUST-00772,45,Male,51,Month-to-Month,102.43,5262.72,2,212.4,0,1,1,Credit Card,0
CUST-00773,53,Female,57,One-Year,76.48,4391.51,1,41.1,1,0,0,Cash,0
CUST-00774,43,Female,47,Month-to-Month,37.97,1796.96,1,245.2,1,1,1,Bank Transfer,0
CUST-00775,25,Female,39,Month-to-Month,29.98,1176.61,1,220.9,0,1,1,Credit Card,0
CUST-00776,67,Female,16,Month-to-Month,25.45,396.01,2,231.2,1,0,1,Credit Card,1
CUST-00777,45,Male,22,Month-to-Month,86.65,1976.53,1,69.7,2,1,1,Cash,1
CUST-00778,45,Female,54,Month-to-Month,100.75,5523.67,2,271.1,1,0,1,Bank Transfer,0
CUST-00779,54,Female,21,Two-Year,70.87,1539.21,2,29.6,0,0,0,Credit Card,0
CUST-00780,58,Male,16,One-Year,25.47,350.05,0,76.5,0,0,0,Bank Transfer,1
CUST-00781,53,Male,59,Month-to-Month,73.55,4326.34,7,199.1,0,0,0,Credit Card,0
CUST-00782,44,Female,31,Two-Year,113.57,3530.65,1,202.3,2,1,0,Credit Card,0
CUST-00783,34,Male,42,Two-Year,79.76,3302.89,2,94.3,1,0,1,Digital Wallet,0
CUST-00784,26,Female,32,One-Year,100.94,3234.03,0,210.6,1,0,0,Credit Card,0
CUST-00785,50,Female,59,One-Year,100.02,5902.29,0,116.7,0,0,1,Digital Wallet,0
CUST-00786,37,Male,34,Two-Year,113.21,3903.35,3,0.6,2,0,0,Bank Transfer,0
CUST-00787,30,Female,9,Two-Year,97.02,848.27,1,49.2,1,1,0,Credit Card,0
CUST-00788,45,Female,11,One-Year,94.77,1100.64,2,264.8,0,0,0,Digital Wallet,0
CUST-00789,65,Female,10,Month-to-Month,43.41,386.23,1,67.2,3,0,0,Bank Transfer,0
CUST-00790,46,Female,17,One-Year,25.99,400.94,1,34.3,2,0,1,Digital Wallet,0
CUST-00791,30,Male,68,One-Year,71.76,4860.71,3,204.8,1,0,0,Digital Wallet,0
CUST-00792,63,Male,48,Month-to-Month,32.44,1559.51,1,132.5,2,0,0,Cash,0
CUST-00793,52,Female,52,Month-to-Month,116.22,5922.61,1,239.1,1,0,0,Credit Card,0
CUST-00794,23,Male,25,Two-Year,48.99,1247.71,2,258.5,0,0,0,Credit Card,0
CUST-00795,35,Female,21,One-Year,105.29,2296.56,3,253.9,0,1,0,Bank Transfer,0
CUST-00796,68,Female,65,Month-to-Month,58.76,3851.96,1,94.2,1,0,0,Credit Card,0
CUST-00797,22,Female,63,One-Year,52.32,3285.63,3,151.9,1,1,0,Bank Transfer,0
CUST-00798,64,Female,51,Month-to-Month,113.52,5735.29,1,195.2,1,1,0,Credit Card,0
CUST-00799,42,Female,36,Month-to-Month,56.33,1937.23,0,96.9,1,1,0,Bank Transfer,0
CUST-00800,19,Male,66,One-Year,59.03,3813.83,1,12.8,1,0,1,Credit Card,0
CUST-00801,27,Female,15,Month-to-Month,30.61,452.61,1,149.0,3,1,0,Digital Wallet,0
CUST-00802,47,Male,39,Month-to-Month,87.04,3499.91,3,4.3,0,1,0,Digital Wallet,0
CUST-00803,67,Male,70,Two-Year,48.88,3285.75,3,285.2,0,1,1,Credit Card,0
CUST-00804,62,Female,1,Month-to-Month,78.56,113.57,2,239.1,0,0,1,Digital Wallet,0
CUST-00805,22,Female,23,Month-to-Month,79.14,1786.33,4,58.0,1,0,1,Credit Card,0
CUST-00806,50,Female,39,Two-Year,91.92,3568.11,2,86.6,2,1,1,Bank Transfer,0
CUST-00807,18,Female,57,One-Year,94.52,5340.76,2,294.9,1,0,0,Credit Card,0
CUST-00808,35,Female,34,One-Year,71.45,2360.93,0,112.4,0,0,0,Digital Wallet,0
CUST-00809,49,Male,41,Two-Year,53.1,2183.38,2,235.2,0,0,0,Bank Transfer,0
CUST-00810,64,Female,13,Month-to-Month,103.75,1361.89,4,134.3,2,1,1,Credit Card,0
CUST-00811,66,Female,70,One-Year,50.99,3602.72,2,259.3,0,0,0,Cash,0
CUST-00812,28,Male,6,One-Year,70.75,340.24,1,211.3,1,1,1,Credit Card,0
CUST-00813,38,Male,52,Two-Year,60.13,3170.46,2,7.4,0,0,1,Cash,0
CUST-00814,43,Female,3,One-Year,105.51,361.12,0,88.7,0,0,0,Credit Card,0
CUST-00815,42,Male,63,One-Year,63.19,4002.19,2,167.6,0,0,0,Digital Wallet,0
CUST-00816,39,Female,49,Month-to-Month,58.61,2850.84,2,277.9,1,0,0,Digital Wallet,0
CUST-00817,44,Male,47,Month-to-Month,88.98,4197.48,2,31.1,1,0,0,Cash,0
CUST-00818,66,Male,55,One-Year,80.24,4405.18,4,180.5,1,0,0,Cash,0
CUST-00819,30,Female,64,One-Year,30.72,2014.51,1,91.0,0,0,0,Cash,0
CUST-00820,50,Male,65,One-Year,70.82,4584.97,2,266.9,3,0,1,Bank Transfer,0
CUST-00821,51,Male,67,Month-to-Month,93.55,6273.25,1,229.7,2,1,1,Digital Wallet,0
CUST-00822,58,Male,15,One-Year,119.21,1701.23,0,111.2,0,0,1,Digital Wallet,1
CUST-00823,52,Male,32,One-Year,82.91,2668.38,1,50.5,1,0,1,Credit Card,0
CUST-00824,18,Male,68,Two-Year,57.03,3840.56,1,3.9,0,0,0,Cash,0
CUST-00825,38,Male,18,One-Year,42.62,792.78,0,186.5,1,0,0,Bank Transfer,0
CUST-00826,65,Female,43,Two-Year,107.28,4652.46,0,122.1,1,1,0,Credit Card,0
CUST-00827,23,Female,35,Two-Year,101.46,3520.6,3,94.8,0,0,0,Bank Transfer,0
